asin,title,price,cat_label,categories,description,imUrl
B0093QQVZ0,Cool Talking Watch,9.95,Watches,"['Clothing, Shoes & Jewelry', 'Boys', 'Watches', 'Wrist Watches']",Yes; we're the first to admit it ... This watch looks virtually identical to our Classic Talking Watch; but it does sound and work a little different; thus it's back by popular demand! Firstly; instead of simply having one standard alarm sound (that crowing rooster); this watch boasts three separate alarm sounds: Rooster; Cuckoo; and Beep Beep Beep Beep. At the touch of a single button; you can quickly select your alarm sound of choice. (Kids tend to love to cycle through the various alarm sounds; so this watch is often a hit with children or anyone young at heart.) Also; the voice this watch uses to speak the time isn't that regular young female one; it's a more unique voice - reminiscent of that found in the first talking watches from the 1980's. Many of our long-time customers prefer the voice on this watch over our newer models. Other than the differences explained above; this watch does offer the same key features as our other models. It still tells you the time whenever you tap just one button; has an alarm which can wake you whenever you wish; boasts a large; square face with a fairly big LCD screen; and has the optional Hourly Report feature. One quick note concerning Hourly Report; though: without looking at the screen; it is a little tricky for a blind person to know when this feature is turned on or off. So there you have it! If you're a more discerning watch-wearer; this model with the three fun alarm sounds and unique voice might just be for you! (And of course; it runs on one CR2025 battery; which is included.),http://ecx.images-amazon.com/images/I/21GIOrVRRML._SX300_.jpg
B00EG0GS10,Disney Store Cinderella I Light Up Shoes Size Toddler 7/8,37.79,Shoes,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Shoes', 'Kids & Baby']","Magic in the details...

Cinderella faceted gem heart
White satin bow with silver edging
Clear gel slipper with infused glitter
Light-up heels
Textured non-slip soles
Part of our Cinderella Costume Collection for Girls",http://ecx.images-amazon.com/images/I/41E%2BWVDCqKL._SX300_.jpg
B00333Z5FQ,Charles - Hubert Basketweave Pocket Watch,76.0,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women']","Charles - Hubert Basketweave Pocket Watch. Because you're old school like that. You don't have a smart phone. You'll never ""tweet"" about what you just had for lunch. And you prefer your friendships offline. This is your Watch. Because you know the new way isn't necessarily the better way. More: Antique chrome-finish or antique 14-ct. gold finish brass 42 mm case; Acrylic crystal; Black hands; Arabic numerals; 17 jewel Chinese mechanical movement; White dial. State Color. Order Today! Charles-Hubert Basketweave Pocket Watch",http://ecx.images-amazon.com/images/I/41y6AHPok1L._SY300_.jpg
B00C2KT9MG,Godzilla Costume Outfit - Dinosaur Costume,26.99,Men Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Men']","Storm the town with this Godzilla/Dinosaur costume. Kids will love. Great for Halloween and just for staying warm around the house. Intimidate friends and family with this costume, but don't break any of mom and dad's vases!",http://ecx.images-amazon.com/images/I/31lj4gWi3SL._SY300_.jpg
B003X26EF2,Seirus Innovation Neofleece Camo Combo Scarf,19.28,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Hats & Caps', 'Balaclavas']",The NEOFLEECE&#xAE; COMBO SCARF&#x2122; from Seirus Innovations is the #1 selling face mask in the world. Features a Neofleece&#xAE; face mask and a 200 wt Performance Fleece&#x2122; neck-up all in one,http://ecx.images-amazon.com/images/I/41uUmRJ-EtL._SY300_.jpg
B00C1WP8S4,"Valentino Rudy Women's No Show Non-Slip Silicone Socks (M/L (US Women's Shoe Sizes 8-10.5; US Men's Shoe Sizes 7-9.5), Coffee)",7.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Socks & Hosiery', 'Casual Socks']","Already having been a wardrobe staple for countless Korean women for many years, the Valentino Rudy No Show Non-Slip Silicone Socks are finally available in the US! These premium low-cut socks are perfect for wearing with various types of flats and closed-toe heels.  Made of high quality cotton with a bit of polyurethane for stretch, the no show socks feature silicone strategically placed inside the heel and on the bottom to prevent slippage.  The silicone no show socks are designed by Valentino Rudy, a celebrated brand specializing in various textiles and fashion, and made in South Korea, renown for producing high-quality textile.  The skillful designers at Valentino Rudy ingeniously kept the seam lines to a minimum to provide optimal comfort. The unique design is registered with the Korean Intellectual Property/Korean Institute of Patent Information.  Keep your precious toes and feet fresh and protected with these innovative socks!   

*S/M fits most US women's shoe sizes 5-8; M/L fits most US women's shoe sizes 8-10.5 and most US men's shoe sizes 7-9.5.

*S/M in nude, coffee, black, white, gray, light pink, light purple, and mint.  M/L in nude, coffee, and black only.


*Suggested Care Instructions: Hand wash/delicate cycle, warm water.  Do not use bleach. Do not dry clean.  Do not iron.  Air dry recommended.  

*Gentle washing prior to use may help the socks to better form to your foot size.",http://ecx.images-amazon.com/images/I/31o3aB7y7LL._SX300_.jpg
B00FE9ZTN0,Vintage Bronze Hollow Patterns Enamel Dangles Earrings Fashion Jewelry for Women Wear,5.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'Costumes', 'Women']","Vintage Bronze Hollow Patterns Enamel Dangles Earrings Fashion Jewelry for Women Wear,1005041.Material: Alloy2.Color:AS Photo3.Size:8.8x4.5cm1cm=0.394 inch4.Package:1pair Earring***The Earring is very beauty as a gift.******Color of pictures may varies by different monitor setting. All pictures are real stock photos******The Size of the item maybe have a little error. ******To maintain the item's appearance and condition, please avoid contact with liquid and perfume***",http://ecx.images-amazon.com/images/I/51u3qQ78iJL._SX300_.jpg
B000EMXZ0Q,NCAA Duke Blue Devils Pro II Watch,69.25,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']",NCAA Duke Blue Devils Men's Pro II Watch,http://ecx.images-amazon.com/images/I/51ZOfgUhZNL._SY300_.jpg
B0089EYY38,US Air Force Airlift Command Shield Lapel Pin,4.29,Men Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Clothing', 'Men', 'Accessories', 'Buttons & Pins']",Our US Air Force Airlift Command Shield Lapel Pin is made from the highest quality materials. It is manufactured by the people that supply the military bases and is fully guaranteed. This collector pin would make a wonderful addition to your collection or a great gift.,http://ecx.images-amazon.com/images/I/31ZI9biyf%2BL.jpg
B00427JHKQ,"Posey Fall Management Slippers, Orange, Medium/Large, Pair",16.5,Shoes,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Slippers']","Patients requiring non-skid footwear to help prevent falls. 
&#x2022;	Soft terry cloth upper.
&#x2022;	Latex-free rubber sole.
&#x2022;	Color helps care staff identify high fall risk patients.
&#x2022;	Machine washable.
Always assist patient on wet or slippery surfaces. Slippers are not intended to provide stable footing on wet or slippery surfaces, such as wet or slippery floors or shower stalls. Soles should be dry before allowing patient to walk unassisted. Wet soles will not grip firmly.",http://ecx.images-amazon.com/images/I/21-3MACD5fL.jpg
B00CGV59VQ,"Donner&reg; Mens Sexy Boxers Shorts Trunks Bottoms Polyamide Underwear (Large, White)",9.69,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Underwear', 'Boxer Briefs']",*Item condition: 100% brand new*Item Material: 90% Polyamide + 10% Elastane*Item Size: S/M/L (Please allow slight deviation for the measurement data.)*Item Color: Navy/Dark Blue/Black/Coffee/Blue/White (Color may be a little different among due to different displayers.)*Item Feature: Smooth & Comfortable,http://ecx.images-amazon.com/images/I/41cGLfPRqML._SY300_.jpg
B004IZYW3E,Marilyn Monroe Pink Polka Dot Slippers,21.23,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Slippers']","&lt;font face=""arial,helvetica,sans-serif"" color=""#666666"" size=""2""&gt;Sit back and relax in style with these Marilyn Monroe Pink Polka Dot Slippers! These soft and cozy slippers feature Marilyn Monroe's signature facial expression &amp; glamorous signature.??????&lt;/font&gt;&lt;font face=""arial,helvetica,sans-serif"" color=""#666666"" size=""2""&gt;Slippers are one size fits all.&lt;/font&gt;",http://ecx.images-amazon.com/images/I/51yl-ZCR4GL._SY300_.jpg
B000CR7UMW,Holding Up Half the Sky: Women in Aikido,35.0,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Movies & TV', 'TV']",""" This DVD  shows that women can have strong aikido and that they aren't that different from men."" --Anne Marie Giri, Florida Aikikai""'Holding Up Half the Sky' ... was beautiful and inspiring. It is one of the best aikido videos I've ever seen."" --Judy Ringer, Chief Instructor, Portsmouth Aikido",http://ecx.images-amazon.com/images/I/41BDQHCCQ4L._SY300_.jpg
B00C2C7X22,Lacrosse Shorts Lucky Lax Irish Ireland Shamrock Green Orange Size Youth Large,14.95,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active', 'Active Shorts']",Flow Society Authentic Lacrosse Gear Lax,http://ecx.images-amazon.com/images/I/51aseFqYqML._SY300_.jpg
B00ASCAMEY,Furby Big Face Black Laplander Hat,14.83,Women Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Novelty', 'Clothing', 'Women', 'Accessories', 'Hats & Caps']",Furby Big Face Black Laplander Hat,http://ecx.images-amazon.com/images/I/41ZuorqZEZL._SY300_.jpg
B002X9MY82,Black M-51 Engineers Field Journey Bag,35.84,Men Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Work Wear & Uniforms', 'Clothing', 'Military', 'Men', 'Outerwear']","Black M-51 Engineers Field Journey Bag - The Ultimate Carry-All For Business Or Travel. Large Laptop Size Main Compartment. Large Black Document Compartment With 3/4"" Zipper Opening. Dozens Of Pouches, Compartments and Pen Holders. Large Size Plastic Covered Document Sleeve. Storm Flap. Cell Phone Pouch. Adjustable Shoulder Strap. Top Carry Handle. Nickel Plated Hardware. Heavy Weight 22 oz. Cotton Canvas. Dimensions: 12"" x 14"" x 6"".",http://ecx.images-amazon.com/images/I/51J9Jc%2BwBZL._SX300_.jpg
B004E1CUTK,"Jef World of Golf Gifts and Gallery, Inc. Golf Tubes (Black)",2.49,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active', 'Active Shirts & Tees']",Golf Gifts & Gallery's oversized golf tubes protects your clubs while in your bag. These tubes help you keep your clubs organized and helps them to stay separated so you can easily see them and also helps them from hitting together while in your bag.,http://ecx.images-amazon.com/images/I/41RJsOS0b6L._SY300_.jpg
B0000C0SE1,TIMEX Replacement Watch Strap [Black],9.95,Watches,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Watch Bands']",This band is a 18mm Timex Ironman Triathlon with a stainless steel buckle,http://ecx.images-amazon.com/images/I/31woqf7PoQL._SY300_.jpg
B002B2C94U,Disney #41361 Women's Mickey Mouse Watch with Metal Band,31.99,Watches,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']","Mickey Mouse is a comic animal cartoon character who has become an icon for The Walt Disney Company. Mickey Mouse was created in 1928 by Walt Disney and Ub Iwerks and voiced by Walt Disney. The Walt Disney Company celebrates his birth as November 18, 1928 upon the release of Steamboat Willie. The anthropomorphic mouse has evolved from being simply a character in animated cartoons and comic strips to become one of the most recognizable symbols in the world. Mickey is known across the world as the world's greatest cartoon character. Mickey is currently the main character in the Disney Channel's Playhouse Disney series ""The Mickey Mouse Clubhouse."" Mickey is the leader of the Mickey Mouse Club.",http://ecx.images-amazon.com/images/I/411I4eDYXiL._SY300_.jpg
B00C4V7C1S,ThinkGeek Star Trek Tribble Slippers with Sound,17.0,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Slippers']","Finally, a way to put all those tribbles to work! With every step, your Tribble Slippers will purr happily. These pair wonderfully with a Star Trek Bathrobe for a lazy weekend or ""sick day."" 3 LR44 batteries for each slipper (included). You will need to flip the switch to ""on"" to hear the sounds. 100% polyester, One Size Fits Most. ( The footbed is 11"" long. Approx Men's size 11/Women's 12) Washing Instructions: Surface wash only. Remove battery box before washing.",http://ecx.images-amazon.com/images/I/51RoERZNrvL._SX300_.jpg
B004WMEY90,Zippo Contemporary Digital Sports Watch with Black Polyurethane Strap,31.36,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']",Multi-functional watches that are tough and designed to keep track of more than just time. These time pieces have distinct characteristics and timing features that reflect Zippo's durability as a trusted companion for any adventure.,http://ecx.images-amazon.com/images/I/41Mhv8CyAyL._SY300_.jpg
B00ALI66SG,Glamour Elegant Pu Faux Leather Padlock Designer Inspired Shopper Hobo Tote Bag Purse Satchel Handbag High Quality Women (Red),21.55,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Handbags & Wallets', 'Shoulder Bags']","Description: Classic and celebrity style. Business chic with flap covered and key lock closure. A unique bag attracts all the attention. 
Material: High quality synthetic PU leather.
Inside: High quality fabric lining. Two wall pockets and one zippered pockets provide plenty of space for your everyday stuff.
Measurement:
-	Width--- 14.56 inches 
-	Height---11.41 inches
-	Thick--- 6.3 inches
Bullet point:
-	Classic and celebrity style
-	High qualityPU leather
-	Double rolled handles 
-	Two open cellphone wall pockets inside, one zippered pockets inside
-	Silver tone hardware",http://ecx.images-amazon.com/images/I/41dxWXnAxRL._SY300_.jpg
B00ACMRGOY,"Lindsay Phillips Chrissy Pink, Size 9 * Switches Switchflop Summer Vacation",52.5,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Sandals']",Chrissy Pink Chris,http://ecx.images-amazon.com/images/I/41OiBtqy5mL._SX300_.jpg
B00A4356DY,Kids Rudolph the Red Nosed Reindeer Lite up Slippers Slide on Scuffs.Small (11-12),19.98,Shoes,"['Clothing, Shoes & Jewelry', 'Girls', 'Shoes', 'Slippers']","These darling brown fabric slippers feature a big reindeer head in front and the words ""Rudolph the Red Nosed Reindeer"" in back.",http://ecx.images-amazon.com/images/I/51m6fFkNs3L._SY300_.jpg
